V1,V2,r,pval,value_type,FDR,drug,n_samples
ADHD-Demontis,e_as_no_response_on_go,0.022368888318007693,0.787986055972524,"corrected for age, sex, and interaction",0.9177162818259321,adderall,147
ADHD-Demontis,e_as_stop_doesnot_stop,-0.022839300370609317,0.783636116198466,"corrected for age, sex, and interaction",0.9177162818259321,adderall,147
ADHD-Demontis,e_raw_correct_go,0.03285434182001704,0.6928105232319366,raw data,0.9622440001257867,adderall,147
ADHD-Demontis,e_raw_correct_stop,0.03558763165345423,0.6687026337516233,raw data,0.9622440001257867,adderall,147
ADHD-Demontis,e_raw_no_response_on_go,-0.02159834995628555,0.7951253894497183,raw data,0.9622440001257867,adderall,147
ADHD-Demontis,e_raw_stop_doesnot_stop,-0.03373521071218188,0.6850060560726603,raw data,0.9622440001257867,adderall,147
cog_gFactor,e_as_correct_go,-0.09381257130767894,0.258391334002102,"corrected for age, sex, and interaction",0.7155452326212055,adderall,147
cog_gFactor,e_as_correct_stop,-0.11473452765037892,0.1664255338359908,"corrected for age, sex, and interaction",0.6946286923444145,adderall,147
cog_gFactor,e_as_no_response_on_go,0.013959304565958187,0.8667320439467137,"corrected for age, sex, and interaction",0.9177162818259321,adderall,147
cog_gFactor,e_as_stop_doesnot_stop,0.03235961083855001,0.697208078257318,"corrected for age, sex, and interaction",0.9177162818259321,adderall,147
cog_gFactor,e_raw_correct_go,-0.06929640043797614,0.4042782070912343,raw data,0.776513249486829,adderall,147
cog_gFactor,e_raw_correct_stop,-0.12763420694353445,0.12341910567699488,raw data,0.6347268291959737,adderall,147
cog_gFactor,e_raw_no_response_on_go,0.015166488388421105,0.8553280001118104,raw data,0.9622440001257867,adderall,147
cog_gFactor,e_raw_stop_doesnot_stop,-0.01033101710237388,0.9011640989464962,raw data,0.98308810794163215,adderall,147
cog_matrix,e_as_correct_go,-0.09527461484408647,0.251011770582966,"corrected for age, sex, and interaction",0.7155452326212055,adderall,147
cog_matrix,e_as_correct_stop,-0.06428835880890675,0.43916645602767357,"corrected for age, sex, and interaction",0.821949612555223,adderall,147
cog_matrix,e_as_no_response_on_go,0.0494979183824585,0.5515946652208044,"corrected for age, sex, and interaction",0.9026094521794981,adderall,147
cog_matrix,e_as_stop_doesnot_stop,-0.07431886806560689,0.37099342663076595,"corrected for age, sex, and interaction",0.7942371210973401,adderall,147
cog_matrix,e_raw_correct_go,-0.054735824681399294,0.510239305777457,raw data,0.9184307503994227,adderall,147
cog_matrix,e_raw_correct_stop,-0.07737758715096421,0.3515732344963616,raw data,0.776513249486829,adderall,147
cog_matrix,e_raw_no_response_on_go,0.019539473634297196,0.814283599814162,raw data,0.9622440001257867,adderall,147
cog_matrix,e_raw_stop_doesnot_stop,-0.10923065356233891,0.18784203274325173,raw data,0.7058049979690124,adderall,147
cog_memory,e_as_correct_go,-0.1573377962810448,0.05701369349611429,"corrected for age, sex, and interaction",0.6386416461276151,adderall,147
cog_memory,e_as_correct_stop,-0.10814588701085766,0.1922904705571964,"corrected for age, sex, and interaction",0.6946286923444145,adderall,147
cog_memory,e_as_no_response_on_go,0.04339662558840641,0.6017327290795182,"corrected for age, sex, and interaction",0.9177162818259321,adderall,147
cog_memory,e_as_stop_doesnot_stop,-0.05988539737403252,0.471204583687173,"corrected for age, sex, and interaction",0.821949612555223,adderall,147
cog_memory,e_raw_correct_go,-0.14712850624356796,0.07535450232919327,raw data,0.6347268291959737,adderall,147
cog_memory,e_raw_correct_stop,-0.09536924877796722,0.2505391799028742,raw data,0.7516175397086227,adderall,147
cog_memory,e_raw_no_response_on_go,0.07950968202132255,0.33842055720844577,raw data,0.776513249486829,adderall,147
cog_memory,e_raw_stop_doesnot_stop,-0.06848357304477831,0.4098264372291598,raw data,0.776513249486829,adderall,147
cog_reaction_time,e_as_correct_go,0.0799250466569449,0.3358950787158741,"corrected for age, sex, and interaction",0.7942371210973401,adderall,147
cog_reaction_time,e_as_correct_stop,-0.019029233314947602,0.8190490006717202,"corrected for age, sex, and interaction",0.9177162818259321,adderall,147
cog_reaction_time,e_as_no_response_on_go,-0.1473150533815896,0.07498105175121905,"corrected for age, sex, and interaction",0.6386416461276151,adderall,147
cog_reaction_time,e_as_stop_doesnot_stop,0.019333408261780365,0.8162073438458359,"corrected for age, sex, and interaction",0.9177162818259321,adderall,147
cog_reaction_time,e_raw_correct_go,0.10272696849462948,0.21566263826830934,raw data,0.7058049979690124,adderall,147
cog_reaction_time,e_raw_correct_stop,-0.026420460697130062,0.7507489971636443,raw data,0.9622440001257867,adderall,147
cog_reaction_time,e_raw_no_response_on_go,-0.14123437821992293,0.08794823931747686,raw data,0.6347268291959737,adderall,147
cog_reaction_time,e_raw_stop_doesnot_stop,-0.017202062744297288,0.8361670353184931,raw data,0.9622440001257867,adderall,147
cog_symbol_digit,e_as_correct_go,0.07369152770326938,0.37505641829596614,"corrected for age, sex, and interaction",0.7942371210973401,adderall,147
cog_symbol_digit,e_as_correct_stop,-0.0030449795616136126,0.9708012873215404,"corrected for age, sex, and interaction",0.9708012873215404,adderall,147
cog_symbol_digit,e_as_no_response_on_go,-0.14536566199971288,0.07895823915822264,"corrected for age, sex, and interaction",0.6386416461276151,adderall,147
cog_symbol_digit,e_as_stop_doesnot_stop,0.14090437282650164,0.08870022862883542,"corrected for age, sex, and interaction",0.6386416461276151,adderall,147
cog_symbol_digit,e_raw_correct_go,0.04950066762658231,0.551572538752308,raw data,0.9455529235753852,adderall,147
cog_symbol_digit,e_raw_correct_stop,-0.0018875814629192886,0.9818972684696678,raw data,0.9832760561164013,adderall,147
cog_symbol_digit,e_raw_no_response_on_go,-0.11172381760475651,0.1779037990742549,raw data,0.7058049979690124,adderall,147
cog_symbol_digit,e_raw_stop_doesnot_stop,0.1398755562431405,0.09107756772424835,raw data,0.6347268291959737,adderall,147
cog_tower_rearranging,e_as_correct_go,-0.1953811513498402,0.01771360221206475,"corrected for age, sex, and interaction",0.637689679634331,adderall,147
cog_tower_rearranging,e_as_correct_stop,0.00661508587144595,0.9366191564874304,"corrected for age, sex, and interaction",0.9633797038156426,adderall,147
cog_tower_rearranging,e_as_no_response_on_go,0.10556181006278853,0.2031950186656566,"corrected for age, sex, and interaction",0.6946286923444145,adderall,147
cog_tower_rearranging,e_as_stop_doesnot_stop,0.11671825075675707,0.15916968527018005,"corrected for age, sex, and interaction",0.6946286923444145,adderall,147
cog_tower_rearranging,e_raw_correct_go,-0.20718828349821672,0.011803546021130318,raw data,0.42492765676069144,adderall,147
cog_tower_rearranging,e_raw_correct_stop,0.007306095150858108,0.930014451340279,raw data,0.9832760561164013,adderall,147
cog_tower_rearranging,e_raw_no_response_on_go,0.13892405051976703,0.09332112948154503,raw data,0.6347268291959737,adderall,147
cog_tower_rearranging,e_raw_stop_doesnot_stop,0.10358008400369481,0.211854615193239,raw data,0.7058049979690124,adderall,147
cog_trail_making_testB,e_as_correct_go,-0.016278929194780467,0.8448453286014339,"corrected for age, sex, and interaction",0.9177162818259321,adderall,147
cog_trail_making_testB,e_as_correct_stop,-0.058776416897747624,0.47947060732388014,"corrected for age, sex, and interaction",0.821949612555223,adderall,147
cog_trail_making_testB,e_as_no_response_on_go,-0.07989482353474525,0.3360784337684244,"corrected for age, sex, and interaction",0.7942371210973401,adderall,147
cog_trail_making_testB,e_as_stop_doesnot_stop,0.02232928373839821,0.7883525837406791,"corrected for age, sex, and interaction",0.9177162818259321,adderall,147
cog_trail_making_testB,e_raw_correct_go,0.0017437928407059073,0.9832760561164013,raw data,0.9832760561164013,adderall,147
cog_trail_making_testB,e_raw_correct_stop,-0.07368004793623867,0.3751310200236957,raw data,0.776513249486829,adderall,147
cog_trail_making_testB,e_raw_no_response_on_go,-0.08146268407881932,0.3266508191377808,raw data,0.776513249486829,adderall,147
cog_trail_making_testB,e_raw_stop_doesnot_stop,-0.0254207173948416,0.7598878413688048,raw data,0.9622440001257867,adderall,147
cog_verbal_numerical_reasoning,e_as_correct_go,-0.061028039501620716,0.4627696778961248,"corrected for age, sex, and interaction",0.821949612555223,adderall,147
cog_verbal_numerical_reasoning,e_as_correct_stop,-0.11267179956025357,0.17422842162896557,"corrected for age, sex, and interaction",0.6946286923444145,adderall,147
cog_verbal_numerical_reasoning,e_as_no_response_on_go,0.10349152619211327,0.21224765599412665,"corrected for age, sex, and interaction",0.6946286923444145,adderall,147
cog_verbal_numerical_reasoning,e_as_stop_doesnot_stop,-0.016373422844466263,0.8439561273955585,"corrected for age, sex, and interaction",0.9177162818259321,adderall,147
cog_verbal_numerical_reasoning,e_raw_correct_go,-0.03207407481762101,0.6997507457267549,raw data,0.9622440001257867,adderall,147
cog_verbal_numerical_reasoning,e_raw_correct_stop,-0.13061230688452946,0.11483377023423413,raw data,0.6347268291959737,adderall,147
cog_verbal_numerical_reasoning,e_raw_no_response_on_go,0.08408307212498631,0.311277778589377,raw data,0.776513249486829,adderall,147
cog_verbal_numerical_reasoning,e_raw_stop_doesnot_stop,-0.031014566109871758,0.7092145067931064,raw data,0.9622440001257867,adderall,147
ADHD-Demontis,e_as_correct_go,0.03643422305394137,0.6657344764864908,"corrected for age, sex, and interaction",0.8559443269112025,concerta,143
ADHD-Demontis,e_as_correct_stop,0.09068748153255196,0.28140524567144465,"corrected for age, sex, and interaction",0.7657790170721944,concerta,143
ADHD-Demontis,e_as_no_response_on_go,0.021668472372697724,0.7972766353014029,"corrected for age, sex, and interaction",0.9567319623616835,concerta,143
ADHD-Demontis,e_as_stop_doesnot_stop,0.04694635303438344,0.5776800061504614,"corrected for age, sex, and interaction",0.799864623900639,concerta,143
ADHD-Demontis,e_raw_correct_go,0.05959914447051289,0.47951932321482604,raw data,0.870489678338073,concerta,143
ADHD-Demontis,e_raw_correct_stop,0.07527895760980459,0.37155017977628546,raw data,0.8359879044966423,concerta,143
ADHD-Demontis,e_raw_no_response_on_go,0.00889923471418447,0.9159890262634061,raw data,0.9857826517246808,concerta,143
ADHD-Demontis,e_raw_stop_doesnot_stop,0.023990963906463648,0.776093729759411,raw data,0.9857826517246808,concerta,143
cog_gFactor,e_as_correct_go,-0.09457795725401359,0.26119028436563285,"corrected for age, sex, and interaction",0.7657790170721944,concerta,143
cog_gFactor,e_as_correct_stop,-0.07567549821070947,0.3690288712577714,"corrected for age, sex, and interaction",0.7657790170721944,concerta,143
cog_gFactor,e_as_no_response_on_go,0.06399175941429462,0.44767749246089217,"corrected for age, sex, and interaction",0.7657790170721944,concerta,143
cog_gFactor,e_as_stop_doesnot_stop,-0.006578522130697727,0.9378454836468759,"corrected for age, sex, and interaction",0.989210391884833,concerta,143
cog_gFactor,e_raw_correct_go,-0.04984965463909311,0.5543522130454004,raw data,0.870489678338073,concerta,143
cog_gFactor,e_raw_correct_stop,-0.0917754120617045,0.2756494209495408,raw data,0.834496231671103,concerta,143
cog_gFactor,e_raw_no_response_on_go,0.0039746350976244404,0.9624233602699386,raw data,0.9857826517246808,concerta,143
cog_gFactor,e_raw_stop_doesnot_stop,-0.0015033556779455606,0.9857826517246808,raw data,0.9857826517246808,concerta,143
cog_matrix,e_as_correct_go,-0.0684239469450737,0.41679028969401477,"corrected for age, sex, and interaction",0.7657790170721944,concerta,143
cog_matrix,e_as_correct_stop,0.031505466364621294,0.7087490038775246,"corrected for age, sex, and interaction",0.8798263496410651,concerta,143
cog_matrix,e_as_no_response_on_go,-0.0011408779014412816,0.989210391884833,"corrected for age, sex, and interaction",0.989210391884833,concerta,143
cog_matrix,e_as_stop_doesnot_stop,-0.11386834953175576,0.1756964239432688,"corrected for age, sex, and interaction",0.7657790170721944,concerta,143
cog_matrix,e_raw_correct_go,-0.08531316733536069,0.3110164087176661,raw data,0.834496231671103,concerta,143
cog_matrix,e_raw_correct_stop,0.033807447053793876,0.6885344702782632,raw data,0.9857826517246808,concerta,143
cog_matrix,e_raw_no_response_on_go,0.0035181586404735734,0.9667363042420052,raw data,0.9857826517246808,concerta,143
cog_matrix,e_raw_stop_doesnot_stop,-0.10840051706176584,0.1975004133655287,raw data,0.834496231671103,concerta,143
cog_memory,e_as_correct_go,0.057823631767293736,0.49272851471386225,"corrected for age, sex, and interaction",0.7712272404216974,concerta,143
cog_memory,e_as_correct_stop,-0.04974720115565186,0.5551675964478051,"corrected for age, sex, and interaction",0.7994413388848394,concerta,143
cog_memory,e_as_no_response_on_go,-0.06573180340785975,0.4354006871635674,"corrected for age, sex, and interaction",0.7657790170721944,concerta,143
cog_memory,e_as_stop_doesnot_stop,0.14295871392567394,0.08851309713190281,"corrected for age, sex, and interaction",0.7657790170721944,concerta,143
cog_memory,e_raw_correct_go,0.07909812413335246,0.3477067631962929,raw data,0.834496231671103,concerta,143
cog_memory,e_raw_correct_stop,-0.059778049785675205,0.47819901512443064,raw data,0.870489678338073,concerta,143
cog_memory,e_raw_no_response_on_go,-0.10018630134332811,0.23383539204643755,raw data,0.834496231671103,concerta,143
cog_memory,e_raw_stop_doesnot_stop,0.14846421406470728,0.07679172108897347,raw data,0.834496231671103,concerta,143
cog_reaction_time,e_as_correct_go,0.1294321875307791,0.12339278868993664,"corrected for age, sex, and interaction",0.7657790170721944,concerta,143
cog_reaction_time,e_as_correct_stop,0.040599658557405036,0.630204646447786,"corrected for age, sex, and interaction",0.8402728619303812,concerta,143
cog_reaction_time,e_as_no_response_on_go,-0.08367805903017171,0.3204148959666915,"corrected for age, sex, and interaction",0.7657790170721944,concerta,143
cog_reaction_time,e_as_stop_doesnot_stop,0.06844043267226824,0.4166777754254962,"corrected for age, sex, and interaction",0.7657790170721944,concerta,143
cog_reaction_time,e_raw_correct_go,0.10971562725236066,0.1920853857912208,raw data,0.834496231671103,concerta,143
cog_reaction_time,e_raw_correct_stop,0.04299362730094911,0.6101547702599053,raw data,0.9152321553898579,concerta,143
cog_reaction_time,e_raw_no_response_on_go,-0.09078329756607174,0.28089510327258616,raw data,0.834496231671103,concerta,143
cog_reaction_time,e_raw_stop_doesnot_stop,0.0868161767788284,0.3025375672542858,raw data,0.834496231671103,concerta,143
cog_symbol_digit,e_as_correct_go,-0.23396615121967235,0.0049170708266284,"corrected for age, sex, and interaction",0.09870313532887565,concerta,143
cog_symbol_digit,e_as_correct_stop,0.009689254407564267,0.9085621102272079,"corrected for age, sex, and interaction",0.989210391884833,concerta,143
cog_symbol_digit,e_as_no_response_on_go,0.23111395646606914,0.005483507518270869,"corrected for age, sex, and interaction",0.09870313532887565,concerta,143
cog_symbol_digit,e_as_stop_doesnot_stop,0.049849849233677655,0.5543506649021193,"corrected for age, sex, and interaction",0.7994413388848394,concerta,143
cog_symbol_digit,e_raw_correct_go,-0.12725649885221613,0.12988004923486685,raw data,0.834496231671103,concerta,143
cog_symbol_digit,e_raw_correct_stop,-0.015716883848749027,0.8522027916527006,raw data,0.9857826517246808,concerta,143
cog_symbol_digit,e_raw_no_response_on_go,0.13013280189263093,0.12135792668827361,raw data,0.834496231671103,concerta,143
cog_symbol_digit,e_raw_stop_doesnot_stop,0.0110441233531411,0.8958438297238005,raw data,0.9857826517246808,concerta,143
cog_tower_rearranging,e_as_correct_go,-0.06870711448176237,0.4148601492498496,"corrected for age, sex, and interaction",0.7657790170721944,concerta,143
cog_tower_rearranging,e_as_correct_stop,-0.0039725532683279165,0.9624430277233604,"corrected for age, sex, and interaction",0.989210391884833,concerta,143
cog_tower_rearranging,e_as_no_response_on_go,0.125496569158541,0.1353167147685741,"corrected for age, sex, and interaction",0.7657790170721944,concerta,143
cog_tower_rearranging,e_as_stop_doesnot_stop,0.06117245844053669,0.46797606598856323,"corrected for age, sex, and interaction",0.7657790170721944,concerta,143
cog_tower_rearranging,e_raw_correct_go,-0.01698463754842078,0.8404337787142135,raw data,0.9857826517246808,concerta,143
cog_tower_rearranging,e_raw_correct_stop,-0.028356623575298272,0.7367295493733166,raw data,0.9857826517246808,concerta,143
cog_tower_rearranging,e_raw_no_response_on_go,0.08871681630734822,0.29203542580604624,raw data,0.834496231671103,concerta,143
cog_tower_rearranging,e_raw_stop_doesnot_stop,0.051030457129261964,0.5449967784890484,raw data,0.870489678338073,concerta,143
cog_trail_making_testB,e_as_correct_go,-0.07368922157654552,0.38176386898894643,"corrected for age, sex, and interaction",0.7657790170721944,concerta,143
cog_trail_making_testB,e_as_correct_stop,-0.09142207557700516,0.27751001012429,"corrected for age, sex, and interaction",0.7657790170721944,concerta,143
cog_trail_making_testB,e_as_no_response_on_go,0.08253718112873043,0.3270802289812549,"corrected for age, sex, and interaction",0.7657790170721944,concerta,143
cog_trail_making_testB,e_as_stop_doesnot_stop,-0.01727118551905264,0.8377784355516968,"corrected for age, sex, and interaction",0.9729039896729383,concerta,143
cog_trail_making_testB,e_raw_correct_go,-0.0277008662662824,0.7426017380857064,raw data,0.9857826517246808,concerta,143
cog_trail_making_testB,e_raw_correct_stop,-0.10067979501959412,0.23152832061344064,raw data,0.834496231671103,concerta,143
cog_trail_making_testB,e_raw_no_response_on_go,0.05110068879780786,0.5444427902218081,raw data,0.870489678338073,concerta,143
cog_trail_making_testB,e_raw_stop_doesnot_stop,-0.013135021375318514,0.8762693691660823,raw data,0.9857826517246808,concerta,143
cog_verbal_numerical_reasoning,e_as_correct_go,-0.09956827210348337,0.23674733465776066,"corrected for age, sex, and interaction",0.7657790170721944,concerta,143
cog_verbal_numerical_reasoning,e_as_correct_stop,-0.10133704323845169,0.22848060212435173,"corrected for age, sex, and interaction",0.7657790170721944,concerta,143
cog_verbal_numerical_reasoning,e_as_no_response_on_go,0.002125808463836633,0.9798971206911533,"corrected for age, sex, and interaction",0.989210391884833,concerta,143
cog_verbal_numerical_reasoning,e_as_stop_doesnot_stop,-0.06278528389116939,0.4563027451784456,"corrected for age, sex, and interaction",0.7657790170721944,concerta,143
