V1,V2,r,pval,value_type,FDR,drug,n_samples
cog_gFactor,dsm5_raw_adhd,-0.13724370269671646,0.011543175139283157,raw data,0.26434541263405115,methylphenidate,338
cog_gFactor,dsm5_raw_anxdisord,-0.08557812050410586,0.11632481677203077,raw data,0.41471811389587643,methylphenidate,338
cog_gFactor,dsm5_raw_conduct,-0.1440573079560069,0.007989830846127255,raw data,0.26434541263405115,methylphenidate,338
cog_gFactor,dsm5_raw_depress,-0.00966543813148629,0.8594747950026651,raw data,0.9511025983502468,methylphenidate,338
cog_gFactor,dsm5_raw_opposit,-0.030343768502186008,0.5782622610758967,raw data,0.7499413548936932,methylphenidate,338
cog_gFactor,dsm5_raw_somaticpr,0.03839863902442515,0.48168521187232916,raw data,0.7369783741646636,methylphenidate,338
cog_matrix,syn_as_aggressive,0.017228147600047174,0.7523169882322658,"corrected for age, sex, and interaction",0.8786602992331044,methylphenidate,338
cog_matrix,syn_as_anxdep,0.04343513518406008,0.4260537022837356,"corrected for age, sex, and interaction",0.7201076736953382,methylphenidate,338
cog_matrix,syn_as_attention,0.08555245599966065,0.11643475892564048,"corrected for age, sex, and interaction",0.4241551932291189,methylphenidate,338
cog_matrix,syn_as_external,0.020577283955144507,0.7062128277907305,"corrected for age, sex, and interaction",0.8644045012158541,methylphenidate,338
cog_matrix,syn_as_internal,0.02454733475680193,0.6529316869810338,"corrected for age, sex, and interaction",0.8528880091869083,methylphenidate,338
cog_matrix,syn_as_rulebreak,0.038767258545841794,0.4774845580388487,"corrected for age, sex, and interaction",0.7272630306777128,methylphenidate,338
cog_matrix,syn_as_social,0.00333188904341782,0.9513358912213896,"corrected for age, sex, and interaction",0.9828480858480937,methylphenidate,338
cog_matrix,syn_as_somatic,-0.012907244726593489,0.8131008949710212,"corrected for age, sex, and interaction",0.9147385068423989,methylphenidate,338
cog_matrix,syn_as_thought,0.03853853398902087,0.4800886673101241,"corrected for age, sex, and interaction",0.7272630306777128,methylphenidate,338
cog_matrix,syn_as_totprob,0.06532121113994166,0.23101568735234945,"corrected for age, sex, and interaction",0.535536366134992,methylphenidate,338
cog_matrix,syn_as_withdep,-0.0018566778053350525,0.9728706257148232,"corrected for age, sex, and interaction",0.9857563293666752,methylphenidate,338
cog_matrix,syn_raw_aggressive,-0.002959421516594616,0.9567703521877333,raw data,0.9698678383675717,methylphenidate,338
cog_matrix,syn_raw_anxdep,0.0317545459646552,0.5607120100936358,raw data,0.7499413548936932,methylphenidate,338
cog_matrix,syn_raw_attention,0.07083612216057472,0.19390471406975918,raw data,0.5354217347137178,methylphenidate,338
cog_matrix,syn_raw_external,-0.006027774245740701,0.9120844207316954,raw data,0.9698678383675717,methylphenidate,338
cog_matrix,syn_raw_internal,0.030333882759201247,0.5783861429899071,raw data,0.7499413548936932,methylphenidate,338
cog_matrix,syn_raw_rulebreak,0.012692143533937179,0.8161596581976212,raw data,0.9423606642866094,methylphenidate,338
cog_matrix,syn_raw_social,-0.012048033808855097,0.8253354837542852,raw data,0.9423606642866094,methylphenidate,338
cog_matrix,syn_raw_somatic,0.004064832291765704,0.9406487473205662,raw data,0.9698678383675717,methylphenidate,338
cog_matrix,syn_raw_thought,0.03443405197287727,0.5281031205935542,raw data,0.7499413548936932,methylphenidate,338
cog_matrix,syn_raw_totprob,0.05050588168557007,0.3546068776171085,raw data,0.6433733109967746,methylphenidate,338
cog_matrix,syn_raw_withdep,0.03350325254417754,0.5393208312740401,raw data,0.7499413548936932,methylphenidate,338
cog_matrix,dsm5_as_adhd,0.054687695443331706,0.3161278551666242,"corrected for age, sex, and interaction",0.6385621906325227,methylphenidate,338
cog_matrix,dsm5_as_anxdisord,0.04978783544293683,0.36149854213780674,"corrected for age, sex, and interaction",0.6745033774034688,methylphenidate,338
cog_matrix,dsm5_as_conduct,0.006515542704991371,0.9050025818620262,"corrected for age, sex, and interaction",0.9615652432284029,methylphenidate,338
cog_matrix,dsm5_as_depress,0.009835622858037985,0.8570267957351478,"corrected for age, sex, and interaction",0.9391481871063613,methylphenidate,338
cog_matrix,dsm5_as_opposit,0.012030258143300585,0.825589054709881,"corrected for age, sex, and interaction",0.9220082143840277,methylphenidate,338
cog_matrix,dsm5_as_somaticpr,-0.025232888853530804,0.6438976836600765,"corrected for age, sex, and interaction",0.8492788413792388,methylphenidate,338
cog_matrix,dsm5_raw_adhd,0.030606887178443926,0.5749695975467402,raw data,0.7499413548936932,methylphenidate,338
cog_matrix,dsm5_raw_anxdisord,0.035261237814464545,0.51823442659588,raw data,0.7499413548936932,methylphenidate,338
cog_matrix,dsm5_raw_conduct,-0.014395790826215508,0.7920137114177037,raw data,0.9321392142069898,methylphenidate,338
cog_matrix,dsm5_raw_depress,0.033304208358864426,0.5417349811725249,raw data,0.7499413548936932,methylphenidate,338
cog_matrix,dsm5_raw_opposit,0.00119450524072359,0.9825441850014311,raw data,0.9825441850014311,methylphenidate,338
cog_matrix,dsm5_raw_somaticpr,-0.005518276126383775,0.9194891704781467,raw data,0.9698678383675717,methylphenidate,338
cog_memory,syn_as_aggressive,-0.1053452085705198,0.052995140445708966,"corrected for age, sex, and interaction",0.3215292128430142,methylphenidate,338
cog_memory,syn_as_anxdep,-0.07153982048696132,0.1895022813519669,"corrected for age, sex, and interaction",0.5020730529803089,methylphenidate,338
cog_memory,syn_as_attention,-0.07974763852013358,0.143455846069116,"corrected for age, sex, and interaction",0.48255368697562645,methylphenidate,338
cog_memory,syn_as_external,-0.10815454258277551,0.04693761796173046,"corrected for age, sex, and interaction",0.31223719774542436,methylphenidate,338
cog_memory,syn_as_internal,-0.055491187928067225,0.3090593937783166,"corrected for age, sex, and interaction",0.6385621906325227,methylphenidate,338
cog_memory,syn_as_rulebreak,-0.07029504302453442,0.19734027117196473,"corrected for age, sex, and interaction",0.5020730529803089,methylphenidate,338
cog_memory,syn_as_social,-0.14970364087696333,0.005822230913274051,"corrected for age, sex, and interaction",0.1836105085843909,methylphenidate,338
cog_memory,syn_as_somatic,0.057516305948952844,0.2917088754389918,"corrected for age, sex, and interaction",0.6375922563166535,methylphenidate,338
cog_memory,syn_as_thought,0.007627000592088966,0.8888944351840116,"corrected for age, sex, and interaction",0.957752454810942,methylphenidate,338
cog_memory,syn_as_totprob,-0.07434495358616615,0.17268098809654497,"corrected for age, sex, and interaction",0.5020730529803089,methylphenidate,338
cog_memory,syn_as_withdep,-0.06694916946337619,0.21957327813892058,"corrected for age, sex, and interaction",0.5264366681828108,methylphenidate,338
cog_memory,syn_raw_aggressive,-0.10559365264149996,0.052434457207298335,raw data,0.3062102699352793,methylphenidate,338
cog_memory,syn_raw_anxdep,-0.05821023984993734,0.2859163880408997,raw data,0.6075723245869118,methylphenidate,338
cog_memory,syn_raw_attention,-0.07791003280024776,0.15293942086465417,raw data,0.4499948344671556,methylphenidate,338
cog_memory,syn_raw_external,-0.11129580891434254,0.04086219071807218,raw data,0.3062102699352793,methylphenidate,338
cog_memory,syn_raw_internal,-0.046710716840384914,0.39196895215497585,raw data,0.6592115277241615,methylphenidate,338
cog_memory,syn_raw_rulebreak,-0.05021073093271984,0.3574296172204303,raw data,0.6433733109967746,methylphenidate,338
cog_memory,syn_raw_social,-0.13344681788645923,0.014077008495829268,raw data,0.26434541263405115,methylphenidate,338
cog_memory,syn_raw_somatic,0.06700265637367592,0.21920433304379672,raw data,0.5373641320315885,methylphenidate,338
cog_memory,syn_raw_thought,0.012341138835966308,0.8211569571714246,raw data,0.9423606642866094,methylphenidate,338
cog_memory,syn_raw_totprob,-0.06904131634471163,0.2054707542833405,raw data,0.5354217347137178,methylphenidate,338
cog_memory,syn_raw_withdep,-0.0688237816730672,0.20690580321044805,raw data,0.5354217347137178,methylphenidate,338
cog_memory,dsm5_as_adhd,-0.043115663295724825,0.429467718857115,"corrected for age, sex, and interaction",0.7201076736953382,methylphenidate,338
cog_memory,dsm5_as_anxdisord,-0.03236918629607394,0.5531469480648323,"corrected for age, sex, and interaction",0.7764356243478839,methylphenidate,338
cog_memory,dsm5_as_conduct,-0.09522121022647577,0.08044506962013642,"corrected for age, sex, and interaction",0.3326512338346182,methylphenidate,338
cog_memory,dsm5_as_depress,-0.09847820466125884,0.07057690368799152,"corrected for age, sex, and interaction",0.33029501454387794,methylphenidate,338
cog_memory,dsm5_as_opposit,-0.038555467798397344,0.4798956060944166,"corrected for age, sex, and interaction",0.7272630306777128,methylphenidate,338
cog_memory,dsm5_as_somaticpr,0.054785906339773496,0.31525825398576823,"corrected for age, sex, and interaction",0.6385621906325227,methylphenidate,338
cog_memory,dsm5_raw_adhd,-0.03695891088150908,0.49828188954882546,raw data,0.7494410726947763,methylphenidate,338
cog_memory,dsm5_raw_anxdisord,-0.02334036422579739,0.6689598506841332,raw data,0.8389414520874785,methylphenidate,338
cog_memory,dsm5_raw_conduct,-0.08683850616628457,0.11102478254707293,raw data,0.41471811389587643,methylphenidate,338
cog_memory,dsm5_raw_depress,-0.07882574100644577,0.1481558955747404,raw data,0.4499948344671556,methylphenidate,338
cog_memory,dsm5_raw_opposit,-0.034716243713989195,0.5247257652478006,raw data,0.7499413548936932,methylphenidate,338
cog_memory,dsm5_raw_somaticpr,0.056561192458002556,0.29980908095997516,raw data,0.6283669779024137,methylphenidate,338
cog_reaction_time,syn_as_aggressive,-0.03929167490846745,0.47154304374912126,"corrected for age, sex, and interaction",0.7272630306777128,methylphenidate,338
cog_reaction_time,syn_as_anxdep,9.703701476539797e-4,0.9858191837857142,"corrected for age, sex, and interaction",0.9923048363106202,methylphenidate,338
cog_reaction_time,syn_as_attention,-0.11666583018539274,0.032012320484157364,"corrected for age, sex, and interaction",0.26663018348567025,methylphenidate,338
cog_reaction_time,syn_as_external,-0.07145326630917062,0.19003978646774566,"corrected for age, sex, and interaction",0.5020730529803089,methylphenidate,338
cog_reaction_time,syn_as_internal,-0.022530145764513065,0.6798047171731709,"corrected for age, sex, and interaction",0.8644045012158541,methylphenidate,338
cog_reaction_time,syn_as_rulebreak,-0.11678703840311759,0.03183312051756282,"corrected for age, sex, and interaction",0.26663018348567025,methylphenidate,338
cog_reaction_time,syn_as_social,0.03435731856816884,0.5290233921146872,"corrected for age, sex, and interaction",0.7747796230872527,methylphenidate,338
cog_reaction_time,syn_as_somatic,-0.002626758786317827,0.9616257434570774,"corrected for age, sex, and interaction",0.9828480858480937,methylphenidate,338
cog_reaction_time,syn_as_thought,-0.034133566284322285,0.5317115060402715,"corrected for age, sex, and interaction",0.7747796230872527,methylphenidate,338
cog_reaction_time,syn_as_totprob,-0.06330029309993071,0.24579858076523786,"corrected for age, sex, and interaction",0.5556118383192892,methylphenidate,338
cog_reaction_time,syn_as_withdep,-0.044135293372263254,0.41862687901629725,"corrected for age, sex, and interaction",0.7201076736953382,methylphenidate,338
cog_reaction_time,syn_raw_aggressive,-0.03684332050354686,0.49962738179651756,raw data,0.7494410726947763,methylphenidate,338
cog_reaction_time,syn_raw_anxdep,0.015610573113919876,0.7749155511011487,raw data,0.9207721841082523,methylphenidate,338
cog_reaction_time,syn_raw_attention,-0.10039483533701019,0.06524739996262197,raw data,0.356328403653476,methylphenidate,338
cog_reaction_time,syn_raw_external,-0.06980338853639054,0.20050028093075278,raw data,0.5354217347137178,methylphenidate,338
cog_reaction_time,syn_raw_internal,0.003541558751917072,0.9482776948906753,raw data,0.9698678383675717,methylphenidate,338
cog_reaction_time,syn_raw_rulebreak,-0.09602401404542772,0.07791467642033911,raw data,0.3816604845108238,methylphenidate,338
cog_reaction_time,syn_raw_social,0.05551864860403161,0.3088196698127006,raw data,0.6298474604146271,methylphenidate,338
cog_reaction_time,syn_raw_somatic,0.0029707063536873915,0.9566056709110902,raw data,0.9698678383675717,methylphenidate,338
cog_reaction_time,syn_raw_thought,-0.032439947229419216,0.5522792223060127,raw data,0.7499413548936932,methylphenidate,338
cog_reaction_time,syn_raw_totprob,-0.04287692539215987,0.4320292761801441,raw data,0.7107578414576564,methylphenidate,338
cog_reaction_time,syn_raw_withdep,-0.0318912880234677,0.5590246675495312,raw data,0.7499413548936932,methylphenidate,338
cog_reaction_time,dsm5_as_adhd,-0.13452126104912776,0.013314596038182636,"corrected for age, sex, and interaction",0.1836105085843909,methylphenidate,338
cog_reaction_time,dsm5_as_anxdisord,0.021530097362543327,0.693281760488516,"corrected for age, sex, and interaction",0.8644045012158541,methylphenidate,338
cog_reaction_time,dsm5_as_conduct,-0.09608778424311548,0.07771647401032422,"corrected for age, sex, and interaction",0.33029501454387794,methylphenidate,338
cog_reaction_time,dsm5_as_depress,-0.025357972605260223,0.6422549567127667,"corrected for age, sex, and interaction",0.8492788413792388,methylphenidate,338
cog_reaction_time,dsm5_as_opposit,-0.0462910808772767,0.39624124692551765,"corrected for age, sex, and interaction",0.7132342444659318,methylphenidate,338
cog_reaction_time,dsm5_as_somaticpr,0.018346911783169325,0.7368085740403878,"corrected for age, sex, and interaction",0.8786602992331044,methylphenidate,338
cog_reaction_time,dsm5_raw_adhd,-0.12131520989969281,0.02572525792403102,raw data,0.26434541263405115,methylphenidate,338
cog_reaction_time,dsm5_raw_anxdisord,0.04138019438156142,0.4482880591948222,raw data,0.7219797163874504,methylphenidate,338
cog_reaction_time,dsm5_raw_conduct,-0.08552446405965013,0.11655476403609599,raw data,0.41471811389587643,methylphenidate,338
cog_reaction_time,dsm5_raw_depress,-0.009904263911804257,0.8560398237093465,raw data,0.9511025983502468,methylphenidate,338
cog_reaction_time,dsm5_raw_opposit,-0.04632900421448936,0.39585400458149067,raw data,0.6592115277241615,methylphenidate,338
cog_reaction_time,dsm5_raw_somaticpr,0.01973214131617358,0.717753880230793,raw data,0.8785307494024907,methylphenidate,338
cog_symbol_digit,syn_as_aggressive,-0.05130592854937521,0.3470261695609911,"corrected for age, sex, and interaction",0.6554938758374276,methylphenidate,338
cog_symbol_digit,syn_as_anxdep,-0.055890678984851595,0.3055840120722477,"corrected for age, sex, and interaction",0.6385621906325227,methylphenidate,338
cog_symbol_digit,syn_as_attention,-0.07773262505382096,0.15387955054014624,"corrected for age, sex, and interaction",0.48255368697562645,methylphenidate,338
cog_symbol_digit,syn_as_external,-0.059367225482772706,0.27643178138322777,"corrected for age, sex, and interaction",0.6129574282845486,methylphenidate,338
cog_symbol_digit,syn_as_internal,0.003710092556530676,0.9458200455016579,"corrected for age, sex, and interaction",0.9828480858480937,methylphenidate,338
cog_symbol_digit,syn_as_rulebreak,-0.07410209490406527,0.17409181604384782,"corrected for age, sex, and interaction",0.5020730529803089,methylphenidate,338
cog_symbol_digit,syn_as_social,-0.0711496524420039,0.1919340801665148,"corrected for age, sex, and interaction",0.5020730529803089,methylphenidate,338
cog_symbol_digit,syn_as_somatic,0.04075648166909321,0.45516415478849925,"corrected for age, sex, and interaction",0.7254178716941707,methylphenidate,338
cog_symbol_digit,syn_as_thought,-0.0026259816645880316,0.9616370876952645,"corrected for age, sex, and interaction",0.9828480858480937,methylphenidate,338
cog_symbol_digit,syn_as_totprob,-0.03326559129877159,0.5422039775443985,"corrected for age, sex, and interaction",0.7764356243478839,methylphenidate,338
cog_symbol_digit,syn_as_withdep,0.08921733859555225,0.10154038891942285,"corrected for age, sex, and interaction",0.38471856910368857,methylphenidate,338
cog_symbol_digit,syn_raw_aggressive,-0.05071932174690934,0.35257435259130476,raw data,0.6433733109967746,methylphenidate,338
cog_symbol_digit,syn_raw_anxdep,-0.052533342650972925,0.33559725549146924,raw data,0.6418297511274349,methylphenidate,338
cog_symbol_digit,syn_raw_attention,-0.06057608323810823,0.2667525224825038,raw data,0.5990254962707834,methylphenidate,338
cog_symbol_digit,syn_raw_external,-0.0683630152181598,0.20996930773086975,raw data,0.5354217347137178,methylphenidate,338
cog_symbol_digit,syn_raw_internal,0.008914663488183042,0.8702899592747357,raw data,0.9511025983502468,methylphenidate,338
cog_symbol_digit,syn_raw_rulebreak,-0.06670436266203858,0.22126758377771294,raw data,0.5373641320315885,methylphenidate,338
cog_symbol_digit,syn_raw_social,-0.07833787510909476,0.15069007538673063,raw data,0.4499948344671556,methylphenidate,338
cog_symbol_digit,syn_raw_somatic,0.05549015530694431,0.309068410658047,raw data,0.6298474604146271,methylphenidate,338
cog_symbol_digit,syn_raw_thought,-0.006484846673330371,0.9054480373069507,raw data,0.9698678383675717,methylphenidate,338
cog_symbol_digit,syn_raw_totprob,-0.039240914631196326,0.4721163660071457,raw data,0.7333174393849652,methylphenidate,338
cog_symbol_digit,syn_raw_withdep,0.09417000772299944,0.08385843627057654,raw data,0.3816604845108238,methylphenidate,338
cog_symbol_digit,dsm5_as_adhd,-0.096336072175022755,0.07694866809756773,"corrected for age, sex, and interaction",0.33029501454387794,methylphenidate,338
cog_symbol_digit,dsm5_as_anxdisord,-0.0631480221580024,0.24693859480857294,"corrected for age, sex, and interaction",0.5556118383192892,methylphenidate,338
cog_symbol_digit,dsm5_as_conduct,-0.07909939077220743,0.14674870407610952,"corrected for age, sex, and interaction",0.48255368697562645,methylphenidate,338
cog_symbol_digit,dsm5_as_depress,0.04295997568558378,0.4311371835642821,"corrected for age, sex, and interaction",0.7201076736953382,methylphenidate,338
cog_symbol_digit,dsm5_as_opposit,-0.009674022470632126,0.8593512823195464,"corrected for age, sex, and interaction",0.9391481871063613,methylphenidate,338
cog_symbol_digit,dsm5_as_somaticpr,0.042647499381574014,0.4344992024810863,"corrected for age, sex, and interaction",0.7201076736953382,methylphenidate,338
cog_symbol_digit,dsm5_raw_adhd,-0.09389187558934325,0.08478082655105945,raw data,0.3816604845108238,methylphenidate,338
cog_symbol_digit,dsm5_raw_anxdisord,-0.05294155943749453,0.33185027941274825,raw data,0.6418297511274349,methylphenidate,338
cog_symbol_digit,dsm5_raw_conduct,-0.07364190944878367,0.17678862736546108,raw data,0.5009011108688064,methylphenidate,338
cog_symbol_digit,dsm5_raw_depress,0.05359614820847508,0.3258982998890476,raw data,0.6392620497823626,methylphenidate,338
cog_symbol_digit,dsm5_raw_opposit,0.0024963975000873878,0.9635288328880451,raw data,0.9698678383675717,methylphenidate,338
cog_symbol_digit,dsm5_raw_somaticpr,0.04944947309874217,0.36477485669271004,raw data,0.6489599194649377,methylphenidate,338
cog_tower_rearranging,syn_as_aggressive,0.05540712113341711,0.3097940342428993,"corrected for age, sex, and interaction",0.6385621906325227,methylphenidate,338
cog_tower_rearranging,syn_as_anxdep,0.04397882215710112,0.4202800095449617,"corrected for age, sex, and interaction",0.7201076736953382,methylphenidate,338
cog_tower_rearranging,syn_as_attention,0.03701250946091397,0.49765864443084507,"corrected for age, sex, and interaction",0.7392405106594107,methylphenidate,338
cog_tower_rearranging,syn_as_external,0.052058917079430035,0.3399858887770937,"corrected for age, sex, and interaction",0.6502230122861917,methylphenidate,338
cog_tower_rearranging,syn_as_internal,0.01746604112364984,0.7490107009174889,"corrected for age, sex, and interaction",0.8786602992331044,methylphenidate,338
cog_tower_rearranging,syn_as_rulebreak,0.029398408577419585,0.5901647111818877,"corrected for age, sex, and interaction",0.806207150096686,methylphenidate,338
cog_tower_rearranging,syn_as_social,0.07279967015184179,0.18180443168157545,"corrected for age, sex, and interaction",0.5020730529803089,methylphenidate,338
cog_tower_rearranging,syn_as_somatic,0.009167784392282644,0.866640863040893,"corrected for age, sex, and interaction",0.9403975322358625,methylphenidate,338
cog_tower_rearranging,syn_as_thought,0.07148528086777373,0.18984084456474215,"corrected for age, sex, and interaction",0.5020730529803089,methylphenidate,338
cog_tower_rearranging,syn_as_totprob,0.04153106217531643,0.44663368841959095,"corrected for age, sex, and interaction",0.7201076736953382,methylphenidate,338
cog_tower_rearranging,syn_as_withdep,0.030291397726909964,0.5789186800413908,"corrected for age, sex, and interaction",0.7979689914084035,methylphenidate,338
